cell,group,feature,oriented_auroc,n
math500_r1distill8b,math,spectral_centroid,0.2965,300
math500_r1distill8b,math,stft_max_high_power,0.7114,300
math500_r1distill8b,math,stft_spectral_entropy,0.4273,300
math500_r1distill8b,math,rpdi,0.8073,300
math500_r1distill8b,math,sw_var_peak,0.806,300
math500_r1distill8b,math,pe_mean,0.3895,300
math500_r1distill8b,math,hurst_exponent,0.4199,300
math500_r1distill8b,math,cusum_max,0.8402,300
math500_r1distill8b,math,cusum_shift_idx,0.4712,300
math500_r1distill8b,math,epr_spilled,0.1806,300
math500_r1distill8b,math,sw_var_peak_spilled,0.3962,300
math500_r1distill8b,math,cusum_max_spilled,0.162,300
math500_r1distill8b,math,min_spilled,0.6999,300
math500_r1distill8b,math,epr_energy,0.2222,300
math500_r1distill8b,math,min_energy,0.2698,300
math500_r1distill8b,math,sw_var_peak_energy,0.6834,300
math500_r1distill8b,math,cusum_max_energy,0.8543,300
math500_r1distill8b,math,mean_top1_logprob,0.8252,300
math500_r1distill8b,math,logprob_margin,0.8167,300
math500_r1distill8b,math,mean_logprob_entropy,0.8212,300
math500_r1distill8b,math,varentropy,0.8029,300
math500_r1distill8b,math,renyi_entropy_2,0.8234,300
math500_r1distill8b,math,topk_tail_mass,0.8224,300
math500_r1distill8b_mn4096,math,epr,0.819,300
math500_r1distill8b_mn4096,math,spectral_entropy,0.8269,300
math500_r1distill8b_mn4096,math,low_band_power,0.6696,300
math500_r1distill8b_mn4096,math,high_band_power,0.3576,300
math500_r1distill8b_mn4096,math,hl_ratio,0.3365,300
math500_r1distill8b_mn4096,math,dominant_freq,0.1877,300
math500_r1distill8b_mn4096,math,spectral_centroid,0.3349,300
math500_r1distill8b_mn4096,math,stft_max_high_power,0.6696,300
math500_r1distill8b_mn4096,math,stft_spectral_entropy,0.4176,300
math500_r1distill8b_mn4096,math,rpdi,0.783,300
math500_r1distill8b_mn4096,math,sw_var_peak,0.7495,300
math500_r1distill8b_mn4096,math,pe_mean,0.4577,300
math500_r1distill8b_mn4096,math,hurst_exponent,0.4578,300
math500_r1distill8b_mn4096,math,cusum_max,0.8049,300
math500_r1distill8b_mn4096,math,cusum_shift_idx,0.5635,300
math500_r1distill8b_mn4096,math,epr_spilled,0.1815,300
math500_r1distill8b_mn4096,math,sw_var_peak_spilled,0.4057,300
math500_r1distill8b_mn4096,math,cusum_max_spilled,0.1819,300
math500_r1distill8b_mn4096,math,min_spilled,0.6107,300
math500_r1distill8b_mn4096,math,epr_energy,0.2005,300
math500_r1distill8b_mn4096,math,min_energy,0.1963,300
math500_r1distill8b_mn4096,math,sw_var_peak_energy,0.7317,300
math500_r1distill8b_mn4096,math,cusum_max_energy,0.8272,300
math500_r1distill8b_mn4096,math,mean_top1_logprob,0.8203,300
math500_r1distill8b_mn4096,math,logprob_margin,0.8154,300
math500_r1distill8b_mn4096,math,mean_logprob_entropy,0.8194,300
math500_r1distill8b_mn4096,math,varentropy,0.8061,300
math500_r1distill8b_mn4096,math,renyi_entropy_2,0.8199,300
math500_r1distill8b_mn4096,math,topk_tail_mass,0.8213,300
noise_gsm8k_mistral7b,math,epr,0.7431,1319
noise_gsm8k_mistral7b,math,trace_length,0.2316,1319
noise_gsm8k_mistral7b,math,spectral_entropy,0.759,1319
noise_gsm8k_mistral7b,math,low_band_power,0.6128,1319
noise_gsm8k_mistral7b,math,high_band_power,0.4155,1319
noise_gsm8k_mistral7b,math,hl_ratio,0.3922,1319
noise_gsm8k_mistral7b,math,dominant_freq,0.3808,1319
noise_gsm8k_mistral7b,math,spectral_centroid,0.3608,1319
noise_gsm8k_mistral7b,math,stft_max_high_power,0.6129,1319
noise_gsm8k_mistral7b,math,stft_spectral_entropy,0.4745,1319
noise_gsm8k_mistral7b,math,rpdi,0.6552,1319
noise_gsm8k_mistral7b,math,sw_var_peak,0.7543,1319
noise_gsm8k_mistral7b,math,pe_mean,0.5244,1319
noise_gsm8k_mistral7b,math,hurst_exponent,0.4394,1319
noise_gsm8k_mistral7b,math,cusum_max,0.7264,1319
noise_gsm8k_mistral7b,math,cusum_shift_idx,0.4127,1319
noise_gsm8k_mistral7b,math,epr_spilled,0.2906,1319
noise_gsm8k_mistral7b,math,sw_var_peak_spilled,0.3446,1319
noise_gsm8k_mistral7b,math,cusum_max_spilled,0.2871,1319
noise_gsm8k_mistral7b,math,epr_energy,0.2499,1319
noise_gsm8k_mistral7b,math,min_energy,0.2877,1319
noise_gsm8k_mistral7b,math,sw_var_peak_energy,0.5683,1319
noise_gsm8k_mistral7b,math,cusum_max_energy,0.7062,1319
noise_gsm8k_mistral7b,math,mean_top1_logprob,0.7386,1319
noise_gsm8k_mistral7b,math,logprob_margin,0.7216,1319
noise_gsm8k_mistral7b,math,mean_logprob_entropy,0.7454,1319
noise_gsm8k_mistral7b,math,varentropy,0.7517,1319
noise_gsm8k_mistral7b,math,renyi_entropy_2,0.7413,1319
noise_gsm8k_mistral7b,math,topk_tail_mass,0.7656,1319
noise_gsm8k_phi3mini,math,epr,0.6683,1319
noise_gsm8k_phi3mini,math,trace_length,0.4233,1319
noise_gsm8k_phi3mini,math,spectral_entropy,0.565,1319
noise_gsm8k_phi3mini,math,low_band_power,0.5808,1319
noise_gsm8k_phi3mini,math,high_band_power,0.4192,1319
noise_gsm8k_phi3mini,math,hl_ratio,0.4067,1319
noise_gsm8k_phi3mini,math,dominant_freq,0.4904,1319
noise_gsm8k_phi3mini,math,spectral_centroid,0.3986,1319
noise_gsm8k_phi3mini,math,stft_max_high_power,0.543,1319
noise_gsm8k_phi3mini,math,stft_spectral_entropy,0.542,1319
noise_gsm8k_phi3mini,math,rpdi,0.5315,1319
noise_gsm8k_phi3mini,math,sw_var_peak,0.655,1319
noise_gsm8k_phi3mini,math,pe_mean,0.5185,1319
noise_gsm8k_phi3mini,math,hurst_exponent,0.4928,1319
noise_gsm8k_phi3mini,math,cusum_max,0.5701,1319
noise_gsm8k_phi3mini,math,cusum_shift_idx,0.4041,1319
noise_gsm8k_phi3mini,math,epr_spilled,0.3562,1319
noise_gsm8k_phi3mini,math,sw_var_peak_spilled,0.4003,1319
noise_gsm8k_phi3mini,math,cusum_max_spilled,0.4085,1319
noise_gsm8k_phi3mini,math,epr_energy,0.5882,1319
noise_gsm8k_phi3mini,math,min_energy,0.4811,1319
noise_gsm8k_phi3mini,math,sw_var_peak_energy,0.5216,1319
noise_gsm8k_phi3mini,math,cusum_max_energy,0.5043,1319
noise_gsm8k_phi3mini,math,mean_top1_logprob,0.6645,1319
noise_gsm8k_phi3mini,math,logprob_margin,0.6516,1319
noise_gsm8k_phi3mini,math,mean_logprob_entropy,0.6699,1319
noise_gsm8k_phi3mini,math,varentropy,0.6735,1319
noise_gsm8k_phi3mini,math,renyi_entropy_2,0.6666,1319
noise_gsm8k_phi3mini,math,topk_tail_mass,0.6765,1319
sciq_llama8b,QA,epr,0.7389,198
sciq_llama8b,QA,trace_length,0.2985,198
sciq_llama8b,QA,spectral_entropy,0.6947,198
sciq_llama8b,QA,low_band_power,0.5972,198
sciq_llama8b,QA,high_band_power,0.5232,198
sciq_llama8b,QA,hl_ratio,0.4165,198
sciq_llama8b,QA,dominant_freq,0.3939,198
sciq_llama8b,QA,spectral_centroid,0.412,198
sciq_llama8b,QA,stft_max_high_power,0.6322,198
sciq_llama8b,QA,stft_spectral_entropy,0.5927,198
sciq_llama8b,QA,rpdi,0.4394,198
sciq_llama8b,QA,sw_var_peak,0.6906,198
sciq_llama8b,QA,pe_mean,0.4974,198
sciq_llama8b,QA,hurst_exponent,0.3423,198
sciq_llama8b,QA,cusum_max,0.7195,198
sciq_llama8b,QA,cusum_shift_idx,0.522,198
sciq_llama8b,QA,epr_spilled,0.3056,198
sciq_llama8b,QA,sw_var_peak_spilled,0.3356,198
sciq_llama8b,QA,cusum_max_spilled,0.2904,198
sciq_llama8b,QA,min_spilled,0.439,198
sciq_llama8b,QA,epr_energy,0.2781,198
sciq_llama8b,QA,min_energy,0.3059,198
sciq_llama8b,QA,sw_var_peak_energy,0.4128,198
sciq_llama8b,QA,cusum_max_energy,0.6503,198
sciq_llama8b,QA,mean_top1_logprob,0.7279,198
sciq_llama8b,QA,logprob_margin,0.7409,198
sciq_llama8b,QA,mean_logprob_entropy,0.7354,198
sciq_llama8b,QA,varentropy,0.7438,198
sciq_llama8b,QA,renyi_entropy_2,0.7308,198
sciq_llama8b,QA,topk_tail_mass,0.7236,198
se_nq_open_llama8b,QA,epr,0.7416,8460
se_nq_open_llama8b,QA,trace_length,0.3782,8460
se_nq_open_llama8b,QA,spectral_entropy,0.6064,8460
se_nq_open_llama8b,QA,low_band_power,0.5639,8460
se_nq_open_llama8b,QA,high_band_power,0.4431,8460
se_nq_open_llama8b,QA,hl_ratio,0.4319,8460
se_nq_open_llama8b,QA,dominant_freq,0.4331,8460
se_nq_open_llama8b,QA,spectral_centroid,0.4134,8460
se_nq_open_llama8b,QA,rpdi,0.5413,8460
se_nq_open_llama8b,QA,sw_var_peak,0.731,8460
se_nq_open_llama8b,QA,pe_mean,0.4939,8460
se_nq_open_llama8b,QA,hurst_exponent,0.4541,8460
se_nq_open_llama8b,QA,cusum_max,0.7046,8460
se_nq_open_llama8b,QA,cusum_shift_idx,0.4839,8460
se_nq_open_llama8b,QA,epr_spilled,0.2887,8460
se_nq_open_llama8b,QA,sw_var_peak_spilled,0.3137,8460
se_nq_open_llama8b,QA,cusum_max_spilled,0.3061,8460
se_nq_open_llama8b,QA,epr_energy,0.2893,8460
se_nq_open_llama8b,QA,min_energy,0.3144,8460
se_nq_open_llama8b,QA,sw_var_peak_energy,0.5518,8460
se_nq_open_llama8b,QA,cusum_max_energy,0.5969,8460
se_nq_open_llama8b,QA,mean_top1_logprob,0.729,8460
se_nq_open_llama8b,QA,logprob_margin,0.7213,8460
se_nq_open_llama8b,QA,mean_logprob_entropy,0.7426,8460
se_nq_open_llama8b,QA,varentropy,0.7465,8460
se_nq_open_llama8b,QA,renyi_entropy_2,0.735,8460
se_nq_open_llama8b,QA,topk_tail_mass,0.7405,8460
se_squad_v2_llama8b,QA,epr,0.7464,2933
se_squad_v2_llama8b,QA,trace_length,0.2334,2933
se_squad_v2_llama8b,QA,spectral_entropy,0.7093,2933
se_squad_v2_llama8b,QA,low_band_power,0.6873,2933
se_squad_v2_llama8b,QA,high_band_power,0.4094,2933
se_squad_v2_llama8b,QA,hl_ratio,0.2908,2933
se_squad_v2_llama8b,QA,dominant_freq,0.3878,2933
se_squad_v2_llama8b,QA,spectral_centroid,0.3283,2933
se_squad_v2_llama8b,QA,rpdi,0.6765,2933
se_squad_v2_llama8b,QA,sw_var_peak,0.7535,2933
se_squad_v2_llama8b,QA,pe_mean,0.5078,2933
se_squad_v2_llama8b,QA,hurst_exponent,0.3371,2933
se_squad_v2_llama8b,QA,cusum_max,0.7707,2933
se_squad_v2_llama8b,QA,cusum_shift_idx,0.4395,2933
se_squad_v2_llama8b,QA,epr_spilled,0.2582,2933
se_squad_v2_llama8b,QA,sw_var_peak_spilled,0.254,2933
se_squad_v2_llama8b,QA,cusum_max_spilled,0.2435,2933
se_squad_v2_llama8b,QA,epr_energy,0.2327,2933
se_squad_v2_llama8b,QA,min_energy,0.212,2933
se_squad_v2_llama8b,QA,sw_var_peak_energy,0.462,2933
se_squad_v2_llama8b,QA,cusum_max_energy,0.6555,2933
se_squad_v2_llama8b,QA,mean_top1_logprob,0.7365,2933
se_squad_v2_llama8b,QA,logprob_margin,0.7676,2933
se_squad_v2_llama8b,QA,mean_logprob_entropy,0.7464,2933
se_squad_v2_llama8b,QA,varentropy,0.7496,2933
se_squad_v2_llama8b,QA,renyi_entropy_2,0.7404,2933
se_squad_v2_llama8b,QA,topk_tail_mass,0.7733,2933
seiclr_triviaqa_opt30b,QA,epr,0.5737,4993
seiclr_triviaqa_opt30b,QA,spectral_entropy,0.5512,4993
seiclr_triviaqa_opt30b,QA,low_band_power,0.4828,4993
seiclr_triviaqa_opt30b,QA,high_band_power,0.4974,4993
seiclr_triviaqa_opt30b,QA,hl_ratio,0.5046,4993
seiclr_triviaqa_opt30b,QA,dominant_freq,0.509,4993
seiclr_triviaqa_opt30b,QA,spectral_centroid,0.4846,4993
seiclr_triviaqa_opt30b,QA,stft_max_high_power,0.5079,4993
seiclr_triviaqa_opt30b,QA,stft_spectral_entropy,0.5382,4993
seiclr_triviaqa_opt30b,QA,rpdi,0.4811,4993
seiclr_triviaqa_opt30b,QA,sw_var_peak,0.5786,4993
seiclr_triviaqa_opt30b,QA,pe_mean,0.5036,4993
seiclr_triviaqa_opt30b,QA,hurst_exponent,0.494,4993
seiclr_triviaqa_opt30b,QA,cusum_max,0.6248,4993
seiclr_triviaqa_opt30b,QA,cusum_shift_idx,0.5699,4993
seiclr_triviaqa_opt30b,QA,epr_spilled,0.4434,4993
seiclr_triviaqa_opt30b,QA,sw_var_peak_spilled,0.467,4993
seiclr_triviaqa_opt30b,QA,cusum_max_spilled,0.4258,4993
seiclr_triviaqa_opt30b,QA,epr_energy,0.4457,4993
seiclr_triviaqa_opt30b,QA,min_energy,0.3766,4993
seiclr_triviaqa_opt30b,QA,sw_var_peak_energy,0.5218,4993
seiclr_triviaqa_opt30b,QA,cusum_max_energy,0.5917,4993
seiclr_triviaqa_opt30b,QA,mean_top1_logprob,0.5791,4993
seiclr_triviaqa_opt30b,QA,logprob_margin,0.5448,4993
seiclr_triviaqa_opt30b,QA,mean_logprob_entropy,0.574,4993
seiclr_triviaqa_opt30b,QA,varentropy,0.56,4993
seiclr_triviaqa_opt30b,QA,renyi_entropy_2,0.5766,4993
seiclr_triviaqa_opt30b,QA,topk_tail_mass,0.5676,4993
semenergy_triviaqa_qwen3_8b,QA,epr,0.7813,4392
semenergy_triviaqa_qwen3_8b,QA,trace_length,0.3986,4392
semenergy_triviaqa_qwen3_8b,QA,spectral_entropy,0.5513,4392
semenergy_triviaqa_qwen3_8b,QA,low_band_power,0.6268,4392
semenergy_triviaqa_qwen3_8b,QA,high_band_power,0.4007,4392
semenergy_triviaqa_qwen3_8b,QA,hl_ratio,0.3661,4392
semenergy_triviaqa_qwen3_8b,QA,dominant_freq,0.3677,4392
semenergy_triviaqa_qwen3_8b,QA,spectral_centroid,0.3223,4392
semenergy_triviaqa_qwen3_8b,QA,rpdi,0.5567,4392
semenergy_triviaqa_qwen3_8b,QA,sw_var_peak,0.7939,4392
semenergy_triviaqa_qwen3_8b,QA,pe_mean,0.5216,4392
semenergy_triviaqa_qwen3_8b,QA,hurst_exponent,0.3562,4392
semenergy_triviaqa_qwen3_8b,QA,cusum_max,0.7912,4392
semenergy_triviaqa_qwen3_8b,QA,cusum_shift_idx,0.5555,4392
semenergy_triviaqa_qwen3_8b,QA,epr_spilled,0.2475,4392
semenergy_triviaqa_qwen3_8b,QA,sw_var_peak_spilled,0.247,4392
semenergy_triviaqa_qwen3_8b,QA,cusum_max_spilled,0.2456,4392
semenergy_triviaqa_qwen3_8b,QA,epr_energy,0.4462,4392
semenergy_triviaqa_qwen3_8b,QA,min_energy,0.2691,4392
semenergy_triviaqa_qwen3_8b,QA,sw_var_peak_energy,0.6231,4392
semenergy_triviaqa_qwen3_8b,QA,cusum_max_energy,0.5884,4392
semenergy_triviaqa_qwen3_8b,QA,mean_top1_logprob,0.7602,4392
semenergy_triviaqa_qwen3_8b,QA,logprob_margin,0.6175,4392
semenergy_triviaqa_qwen3_8b,QA,mean_logprob_entropy,0.783,4392
semenergy_triviaqa_qwen3_8b,QA,varentropy,0.7967,4392
semenergy_triviaqa_qwen3_8b,QA,renyi_entropy_2,0.7689,4392
semenergy_triviaqa_qwen3_8b,QA,topk_tail_mass,0.8205,4392
spilled_triviaqa_llama8b,QA,epr,0.872,256
spilled_triviaqa_llama8b,QA,trace_length,0.0747,256
spilled_triviaqa_llama8b,QA,spectral_entropy,0.8867,256
spilled_triviaqa_llama8b,QA,low_band_power,0.8073,256
spilled_triviaqa_llama8b,QA,high_band_power,0.2573,256
spilled_triviaqa_llama8b,QA,hl_ratio,0.1053,256
spilled_triviaqa_llama8b,QA,dominant_freq,0.2113,256
spilled_triviaqa_llama8b,QA,spectral_centroid,0.1933,256
spilled_triviaqa_llama8b,QA,rpdi,0.6667,256
spilled_triviaqa_llama8b,QA,sw_var_peak,0.8707,256
spilled_triviaqa_llama8b,QA,pe_mean,0.7387,256
spilled_triviaqa_llama8b,QA,hurst_exponent,0.3247,256
spilled_triviaqa_llama8b,QA,cusum_max,0.862,256
spilled_triviaqa_llama8b,QA,cusum_shift_idx,0.1883,256
spilled_triviaqa_llama8b,QA,epr_spilled,0.096,256
spilled_triviaqa_llama8b,QA,sw_var_peak_spilled,0.0673,256
spilled_triviaqa_llama8b,QA,cusum_max_spilled,0.0393,256
spilled_triviaqa_llama8b,QA,min_spilled,0.3343,256
spilled_triviaqa_llama8b,QA,epr_energy,0.1333,256
spilled_triviaqa_llama8b,QA,min_energy,0.104,256
spilled_triviaqa_llama8b,QA,sw_var_peak_energy,0.5573,256
spilled_triviaqa_llama8b,QA,cusum_max_energy,0.898,256
spilled_triviaqa_llama8b,QA,mean_top1_logprob,0.8647,256
spilled_triviaqa_llama8b,QA,logprob_margin,0.9073,256
spilled_triviaqa_llama8b,QA,mean_logprob_entropy,0.8727,256
spilled_triviaqa_llama8b,QA,varentropy,0.8987,256
spilled_triviaqa_llama8b,QA,renyi_entropy_2,0.87,256
spilled_triviaqa_llama8b,QA,topk_tail_mass,0.8427,256
trace_gsm8k_llama8b_k10,math,epr,0.7865,5000
trace_gsm8k_llama8b_k10,math,trace_length,0.2741,5000
trace_gsm8k_llama8b_k10,math,spectral_entropy,0.6012,5000
trace_gsm8k_llama8b_k10,math,low_band_power,0.7254,5000
trace_gsm8k_llama8b_k10,math,high_band_power,0.3041,5000
trace_gsm8k_llama8b_k10,math,hl_ratio,0.2728,5000
trace_gsm8k_llama8b_k10,math,dominant_freq,0.3227,5000
trace_gsm8k_llama8b_k10,math,spectral_centroid,0.2657,5000
trace_gsm8k_llama8b_k10,math,stft_max_high_power,0.5491,5000
trace_gsm8k_llama8b_k10,math,stft_spectral_entropy,0.3851,5000
trace_gsm8k_llama8b_k10,math,rpdi,0.6651,5000
trace_gsm8k_llama8b_k10,math,sw_var_peak,0.7774,5000
trace_gsm8k_llama8b_k10,math,pe_mean,0.4334,5000
trace_gsm8k_llama8b_k10,math,hurst_exponent,0.3331,5000
trace_gsm8k_llama8b_k10,math,cusum_max,0.7462,5000
trace_gsm8k_llama8b_k10,math,cusum_shift_idx,0.408,5000
trace_gsm8k_llama8b_k10,math,epr_spilled,0.2178,5000
trace_gsm8k_llama8b_k10,math,sw_var_peak_spilled,0.2673,5000
trace_gsm8k_llama8b_k10,math,cusum_max_spilled,0.2453,5000
trace_gsm8k_llama8b_k10,math,epr_energy,0.1956,5000
trace_gsm8k_llama8b_k10,math,min_energy,0.2216,5000
trace_gsm8k_llama8b_k10,math,sw_var_peak_energy,0.4442,5000
trace_gsm8k_llama8b_k10,math,cusum_max_energy,0.757,5000
trace_gsm8k_llama8b_k10,math,mean_top1_logprob,0.7805,5000
trace_gsm8k_llama8b_k10,math,logprob_margin,0.7861,5000
trace_gsm8k_llama8b_k10,math,mean_logprob_entropy,0.7884,5000
trace_gsm8k_llama8b_k10,math,varentropy,0.8023,5000
trace_gsm8k_llama8b_k10,math,renyi_entropy_2,0.7833,5000
trace_gsm8k_llama8b_k10,math,topk_tail_mass,0.7967,5000
trace_math500_qwenmath15b_k10,math,epr,0.6724,3000
trace_math500_qwenmath15b_k10,math,trace_length,0.3225,3000
trace_math500_qwenmath15b_k10,math,spectral_entropy,0.4612,3000
trace_math500_qwenmath15b_k10,math,low_band_power,0.661,3000
trace_math500_qwenmath15b_k10,math,high_band_power,0.3528,3000
trace_math500_qwenmath15b_k10,math,hl_ratio,0.3423,3000
trace_math500_qwenmath15b_k10,math,dominant_freq,0.3588,3000
trace_math500_qwenmath15b_k10,math,spectral_centroid,0.3385,3000
trace_math500_qwenmath15b_k10,math,stft_max_high_power,0.5117,3000
trace_math500_qwenmath15b_k10,math,stft_spectral_entropy,0.3596,3000
trace_math500_qwenmath15b_k10,math,rpdi,0.6102,3000
trace_math500_qwenmath15b_k10,math,sw_var_peak,0.6316,3000
trace_math500_qwenmath15b_k10,math,pe_mean,0.4645,3000
trace_math500_qwenmath15b_k10,math,hurst_exponent,0.3622,3000
trace_math500_qwenmath15b_k10,math,cusum_max,0.6817,3000
trace_math500_qwenmath15b_k10,math,cusum_shift_idx,0.4626,3000
trace_math500_qwenmath15b_k10,math,epr_spilled,0.3322,3000
trace_math500_qwenmath15b_k10,math,sw_var_peak_spilled,0.371,3000
trace_math500_qwenmath15b_k10,math,cusum_max_spilled,0.3169,3000
trace_math500_qwenmath15b_k10,math,min_spilled,0.3745,3000
trace_math500_qwenmath15b_k10,math,epr_energy,0.2898,3000
trace_math500_qwenmath15b_k10,math,min_energy,0.337,3000
trace_math500_qwenmath15b_k10,math,sw_var_peak_energy,0.4315,3000
trace_math500_qwenmath15b_k10,math,cusum_max_energy,0.6256,3000
trace_math500_qwenmath15b_k10,math,mean_top1_logprob,0.666,3000
trace_math500_qwenmath15b_k10,math,logprob_margin,0.6927,3000
trace_math500_qwenmath15b_k10,math,mean_logprob_entropy,0.6731,3000
trace_math500_qwenmath15b_k10,math,varentropy,0.6872,3000
trace_math500_qwenmath15b_k10,math,renyi_entropy_2,0.6683,3000
trace_math500_qwenmath15b_k10,math,topk_tail_mass,0.6762,3000
truthfulqa_llama8b,QA,epr,0.6057,7633
truthfulqa_llama8b,QA,trace_length,0.3212,7633
truthfulqa_llama8b,QA,spectral_entropy,0.6747,7633
truthfulqa_llama8b,QA,low_band_power,0.5328,7633
truthfulqa_llama8b,QA,high_band_power,0.4951,7633
truthfulqa_llama8b,QA,hl_ratio,0.4788,7633
truthfulqa_llama8b,QA,dominant_freq,0.4597,7633
truthfulqa_llama8b,QA,spectral_centroid,0.4669,7633
truthfulqa_llama8b,QA,stft_max_high_power,0.6234,7633
truthfulqa_llama8b,QA,stft_spectral_entropy,0.6047,7633
truthfulqa_llama8b,QA,rpdi,0.4981,7633
truthfulqa_llama8b,QA,sw_var_peak,0.6478,7633
truthfulqa_llama8b,QA,pe_mean,0.5174,7633
truthfulqa_llama8b,QA,hurst_exponent,0.4733,7633
truthfulqa_llama8b,QA,cusum_max,0.656,7633
truthfulqa_llama8b,QA,cusum_shift_idx,0.4955,7633
truthfulqa_llama8b,QA,epr_spilled,0.4055,7633
truthfulqa_llama8b,QA,sw_var_peak_spilled,0.366,7633
truthfulqa_llama8b,QA,cusum_max_spilled,0.3509,7633
truthfulqa_llama8b,QA,epr_energy,0.4071,7633
truthfulqa_llama8b,QA,min_energy,0.3469,7633
truthfulqa_llama8b,QA,sw_var_peak_energy,0.5864,7633
truthfulqa_llama8b,QA,cusum_max_energy,0.6494,7633
truthfulqa_llama8b,QA,mean_top1_logprob,0.5987,7633
truthfulqa_llama8b,QA,logprob_margin,0.5466,7633
truthfulqa_llama8b,QA,mean_logprob_entropy,0.6067,7633
truthfulqa_llama8b,QA,varentropy,0.6104,7633
truthfulqa_llama8b,QA,renyi_entropy_2,0.6019,7633
truthfulqa_llama8b,QA,topk_tail_mass,0.6196,7633
