domain,cell,n,split,seed,greedy_subset,greedy_size,greedy_halfA_auroc,greedy_halfB_auroc,good5_halfB_auroc,fulloracle_subset,fulloracle_halfB_auroc,fulloracle_insample_auroc
repgrid,ars_gsm8k_r1distill8b,500,0,0,trace_length|epr_energy|sw_var_peak_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.8042,0.7321,0.7418,epr|trace_length|rpdi|cusum_max|cusum_shift_idx,0.7494,0.779
repgrid,ars_gsm8k_r1distill8b,500,1,0,spectral_entropy|stft_max_high_power|sw_var_peak_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.7491,0.7419,0.7941,epr|trace_length|rpdi|cusum_max|cusum_shift_idx,0.8216,0.779
repgrid,ars_gsm8k_r1distill8b,500,2,0,spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_energy,5,0.8287,0.7538,0.7184,epr|trace_length|rpdi|cusum_max|cusum_shift_idx,0.4543,0.779
repgrid,ars_gsm8k_r1distill8b,500,3,0,trace_length|dominant_freq|cusum_max_spilled|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.8152,0.7018,0.3938,epr|trace_length|rpdi|cusum_max|cusum_shift_idx,0.4891,0.779
repgrid,ars_gsm8k_r1distill8b,500,4,0,spectral_entropy|rpdi|cusum_max|cusum_max_spilled|epr_energy|topk_tail_mass,6,0.8141,0.7661,0.7205,epr|trace_length|rpdi|cusum_max|cusum_shift_idx,0.7194,0.779
repgrid,ars_gsm8k_r1distill8b,500,5,0,trace_length|sw_var_peak|cusum_max|epr_energy|min_energy|topk_tail_mass,6,0.8143,0.7502,0.7257,epr|trace_length|rpdi|cusum_max|cusum_shift_idx,0.749,0.779
repgrid,ars_gsm8k_r1distill8b,500,6,0,trace_length|cusum_max|epr_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.7449,0.784,0.7839,epr|trace_length|rpdi|cusum_max|cusum_shift_idx,0.8104,0.779
repgrid,ars_gsm8k_r1distill8b,500,7,0,trace_length|spectral_entropy|cusum_max|epr_energy|sw_var_peak_energy|varentropy,6,0.8192,0.3228,0.7648,epr|trace_length|rpdi|cusum_max|cusum_shift_idx,0.4768,0.779
repgrid,ars_gsm8k_r1distill8b,500,8,0,spectral_entropy|cusum_max|min_spilled|sw_var_peak_energy|varentropy|topk_tail_mass,6,0.7771,0.7744,0.7711,epr|trace_length|rpdi|cusum_max|cusum_shift_idx,0.8063,0.779
repgrid,ars_gsm8k_r1distill8b,500,9,0,hl_ratio|rpdi|sw_var_peak|cusum_max|min_energy|topk_tail_mass,6,0.8363,0.6502,0.7111,epr|trace_length|rpdi|cusum_max|cusum_shift_idx,0.5011,0.779
repgrid,epr_triviaqa_mistral24b,621,0,0,hl_ratio|min_energy|mean_logprob_entropy|varentropy|topk_tail_mass,5,0.7926,0.7333,0.6841,epr|hl_ratio|sw_var_peak|hurst_exponent,0.692,0.7384
repgrid,epr_triviaqa_mistral24b,621,1,0,hurst_exponent|sw_var_peak_spilled|min_energy|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,6,0.7837,0.7217,0.6861,epr|hl_ratio|sw_var_peak|hurst_exponent,0.7105,0.7384
repgrid,epr_triviaqa_mistral24b,621,2,0,hurst_exponent|min_spilled|min_energy|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,6,0.7617,0.7413,0.7056,epr|hl_ratio|sw_var_peak|hurst_exponent,0.7007,0.7384
repgrid,epr_triviaqa_mistral24b,621,3,0,spectral_centroid|epr_spilled|epr_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.8082,0.7006,0.6898,epr|hl_ratio|sw_var_peak|hurst_exponent,0.7073,0.7384
repgrid,epr_triviaqa_mistral24b,621,4,0,min_energy|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,4,0.7743,0.7343,0.7082,epr|hl_ratio|sw_var_peak|hurst_exponent,0.7055,0.7384
repgrid,epr_triviaqa_mistral24b,621,5,0,spectral_centroid|cusum_shift_idx|min_energy|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,6,0.7431,0.7674,0.7058,epr|hl_ratio|sw_var_peak|hurst_exponent,0.7235,0.7384
repgrid,epr_triviaqa_mistral24b,621,6,0,epr|spectral_centroid|cusum_shift_idx|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,6,0.7613,0.722,0.7004,epr|hl_ratio|sw_var_peak|hurst_exponent,0.6988,0.7384
repgrid,epr_triviaqa_mistral24b,621,7,0,hurst_exponent|cusum_shift_idx|epr_spilled|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,6,0.7291,0.777,0.7355,epr|hl_ratio|sw_var_peak|hurst_exponent,0.7647,0.7384
repgrid,epr_triviaqa_mistral24b,621,8,0,hl_ratio|hurst_exponent|min_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.7807,0.7383,0.6916,epr|hl_ratio|sw_var_peak|hurst_exponent,0.6689,0.7384
repgrid,epr_triviaqa_mistral24b,621,9,0,trace_length|hl_ratio|min_spilled|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,6,0.7735,0.728,0.6722,epr|hl_ratio|sw_var_peak|hurst_exponent,0.6937,0.7384
repgrid,gpqa_llama70b,1980,0,0,spectral_entropy|dominant_freq|sw_var_peak|cusum_max|epr_energy|topk_tail_mass,6,0.6667,0.591,0.5952,,,
repgrid,gpqa_llama70b,1980,1,0,hl_ratio|dominant_freq|sw_var_peak|cusum_max|varentropy|topk_tail_mass,6,0.6413,0.6186,0.6152,,,
repgrid,gpqa_llama70b,1980,2,0,trace_length|sw_var_peak|cusum_max|cusum_max_energy|mean_top1_logprob|topk_tail_mass,6,0.6267,0.64,0.6356,,,
repgrid,gpqa_llama70b,1980,3,0,trace_length|dominant_freq|sw_var_peak|cusum_max|varentropy|topk_tail_mass,6,0.6575,0.6114,0.6006,,,
repgrid,gpqa_llama70b,1980,4,0,trace_length|dominant_freq|sw_var_peak|cusum_max|varentropy|topk_tail_mass,6,0.6459,0.6239,0.6122,,,
repgrid,gpqa_llama70b,1980,5,0,low_band_power|cusum_max|epr_energy|cusum_max_energy|topk_tail_mass,5,0.6257,0.6355,0.6379,,,
repgrid,gpqa_llama70b,1980,6,0,trace_length|dominant_freq|sw_var_peak|mean_top1_logprob|varentropy|topk_tail_mass,6,0.6617,0.6088,0.6075,,,
repgrid,gpqa_llama70b,1980,7,0,trace_length|hl_ratio|sw_var_peak|cusum_max|varentropy|topk_tail_mass,6,0.6409,0.625,0.6147,,,
repgrid,gpqa_llama70b,1980,8,0,trace_length|sw_var_peak|cusum_max|mean_top1_logprob|topk_tail_mass,5,0.6515,0.6141,0.6107,,,
repgrid,gpqa_llama70b,1980,9,0,dominant_freq|sw_var_peak|cusum_max|cusum_max_energy|renyi_entropy_2|topk_tail_mass,6,0.6516,0.6113,0.5987,,,
repgrid,gpqa_llama8b,1980,0,0,low_band_power|stft_max_high_power|rpdi|sw_var_peak|hurst_exponent|min_spilled,6,0.5433,0.5332,0.5247,,,
repgrid,gpqa_llama8b,1980,1,0,low_band_power|hl_ratio|pe_mean|min_spilled|min_energy|sw_var_peak_energy,6,0.5477,0.5355,0.5589,,,
repgrid,gpqa_llama8b,1980,2,0,low_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|epr_energy,6,0.521,0.464,0.5429,,,
repgrid,gpqa_llama8b,1980,3,0,low_band_power|spectral_centroid|pe_mean|sw_var_peak_spilled|min_spilled|cusum_max_energy,6,0.5452,0.5217,0.5196,,,
repgrid,gpqa_llama8b,1980,4,0,low_band_power|high_band_power|dominant_freq|spectral_centroid|cusum_shift_idx|min_spilled,6,0.5399,0.462,0.5465,,,
repgrid,gpqa_llama8b,1980,5,0,spectral_entropy|low_band_power|stft_max_high_power|cusum_max|min_spilled|cusum_max_energy,6,0.556,0.5163,0.5179,,,
repgrid,gpqa_llama8b,1980,6,0,spectral_entropy|low_band_power|cusum_max|cusum_max_energy,4,0.5527,0.5237,0.5127,,,
repgrid,gpqa_llama8b,1980,7,0,spectral_entropy|low_band_power|cusum_max|min_spilled|cusum_max_energy,5,0.5447,0.5313,0.5253,,,
repgrid,gpqa_llama8b,1980,8,0,low_band_power|hl_ratio|dominant_freq|pe_mean|renyi_entropy_2|topk_tail_mass,6,0.5521,0.5165,0.5179,,,
repgrid,gpqa_llama8b,1980,9,0,low_band_power|spectral_centroid|stft_max_high_power|rpdi|hurst_exponent|epr_spilled,6,0.5307,0.5476,0.5343,,,
repgrid,gpqa_mistral7b,1980,0,0,dominant_freq|rpdi|hurst_exponent|cusum_shift_idx|epr_energy,5,0.5165,0.5369,0.5157,,,
repgrid,gpqa_mistral7b,1980,1,0,stft_max_high_power|hurst_exponent|sw_var_peak_spilled|sw_var_peak_energy,4,0.5273,0.4894,0.5008,,,
repgrid,gpqa_mistral7b,1980,2,0,low_band_power|rpdi|pe_mean|epr_spilled,4,0.5288,0.4785,0.4938,,,
repgrid,gpqa_mistral7b,1980,3,0,trace_length|rpdi|min_energy|logprob_margin,4,0.5585,0.5124,0.498,,,
repgrid,gpqa_mistral7b,1980,4,0,trace_length|spectral_entropy|stft_spectral_entropy|rpdi|min_energy,5,0.5317,0.4966,0.5028,,,
repgrid,gpqa_mistral7b,1980,5,0,trace_length|spectral_entropy|stft_spectral_entropy|cusum_shift_idx|sw_var_peak_spilled|logprob_margin,6,0.5263,0.5044,0.5095,,,
repgrid,gpqa_mistral7b,1980,6,0,epr|spectral_entropy|stft_spectral_entropy|rpdi|cusum_shift_idx|min_energy,6,0.5181,0.4845,0.4981,,,
repgrid,gpqa_mistral7b,1980,7,0,high_band_power|hl_ratio|rpdi|sw_var_peak_spilled|sw_var_peak_energy,5,0.5454,0.528,0.4975,,,
repgrid,gpqa_mistral7b,1980,8,0,trace_length|rpdi|sw_var_peak|min_energy|logprob_margin,5,0.5312,0.4982,0.5066,,,
repgrid,gpqa_mistral7b,1980,9,0,trace_length|dominant_freq|stft_max_high_power|cusum_shift_idx|epr_energy,5,0.4784,0.5309,0.5366,,,
repgrid,gpqa_qwen72b,1980,0,0,trace_length|stft_max_high_power|sw_var_peak|cusum_max|epr_energy|topk_tail_mass,6,0.6599,0.6184,0.5285,,,
repgrid,gpqa_qwen72b,1980,1,0,spectral_entropy|sw_var_peak|pe_mean|cusum_max|cusum_max_energy,5,0.4992,0.3902,0.4584,,,
repgrid,gpqa_qwen72b,1980,2,0,spectral_entropy|sw_var_peak|cusum_max|cusum_max_spilled|cusum_max_energy|topk_tail_mass,6,0.5562,0.5628,0.5592,,,
repgrid,gpqa_qwen72b,1980,3,0,trace_length|stft_max_high_power|sw_var_peak|cusum_max|epr_energy|topk_tail_mass,6,0.6409,0.6379,0.5494,,,
repgrid,gpqa_qwen72b,1980,4,0,spectral_entropy|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_energy|topk_tail_mass,6,0.4996,0.527,0.5664,,,
repgrid,gpqa_qwen72b,1980,5,0,spectral_entropy|sw_var_peak|pe_mean|cusum_max|cusum_max_energy,5,0.4975,0.3941,0.5732,,,
repgrid,gpqa_qwen72b,1980,6,0,spectral_entropy|sw_var_peak|cusum_max|cusum_max_spilled|cusum_max_energy|topk_tail_mass,6,0.5495,0.5699,0.5693,,,
repgrid,gpqa_qwen72b,1980,7,0,spectral_entropy|hl_ratio|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_energy,6,0.5189,0.3952,0.5717,,,
repgrid,gpqa_qwen72b,1980,8,0,spectral_entropy|high_band_power|sw_var_peak|cusum_max|sw_var_peak_spilled|cusum_max_energy,6,0.4921,0.5364,0.5819,,,
repgrid,gpqa_qwen72b,1980,9,0,stft_max_high_power|sw_var_peak|cusum_max|sw_var_peak_spilled|epr_energy|cusum_max_energy,6,0.6463,0.6201,0.5489,,,
repgrid,gpqa_r1distill8b,1750,0,0,low_band_power|dominant_freq|hurst_exponent|cusum_max|min_spilled|cusum_max_energy,6,0.5345,0.5027,0.4867,,,
repgrid,gpqa_r1distill8b,1750,1,0,low_band_power|rpdi|hurst_exponent|sw_var_peak_spilled|cusum_max_spilled|cusum_max_energy,6,0.5515,0.5048,0.4858,,,
repgrid,gpqa_r1distill8b,1750,2,0,spectral_entropy|hurst_exponent|cusum_max|cusum_max_spilled|sw_var_peak_energy|cusum_max_energy,6,0.5465,0.5031,0.4674,,,
repgrid,gpqa_r1distill8b,1750,3,0,low_band_power|rpdi|hurst_exponent|cusum_max|cusum_max_spilled|cusum_max_energy,6,0.5301,0.5176,0.4836,,,
repgrid,gpqa_r1distill8b,1750,4,0,low_band_power|dominant_freq|rpdi|hurst_exponent|cusum_max_spilled|min_spilled,6,0.5375,0.5008,0.5019,,,
repgrid,gpqa_r1distill8b,1750,5,0,low_band_power|rpdi|pe_mean|epr_energy|sw_var_peak_energy|logprob_margin,6,0.499,0.4793,0.4853,,,
repgrid,gpqa_r1distill8b,1750,6,0,low_band_power|dominant_freq|hurst_exponent|cusum_max|cusum_max_spilled|sw_var_peak_energy,6,0.5127,0.5145,0.4894,,,
repgrid,gpqa_r1distill8b,1750,7,0,low_band_power|sw_var_peak|sw_var_peak_spilled|epr_energy|logprob_margin|varentropy,6,0.5241,0.4725,0.475,,,
repgrid,gpqa_r1distill8b,1750,8,0,low_band_power|rpdi|hurst_exponent|cusum_max|cusum_max_spilled|sw_var_peak_energy,6,0.5138,0.5191,0.497,,,
repgrid,gpqa_r1distill8b,1750,9,0,low_band_power|rpdi|sw_var_peak|hurst_exponent|cusum_max_spilled|cusum_max_energy,6,0.5228,0.5246,0.4706,,,
repgrid,inside_coqa_llama7b,4504,0,0,high_band_power|cusum_shift_idx|epr_energy|min_energy|sw_var_peak_energy|topk_tail_mass,6,0.6565,0.7112,0.6957,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7276,0.7227
repgrid,inside_coqa_llama7b,4504,1,0,low_band_power|sw_var_peak_energy|topk_tail_mass,3,0.7331,0.732,0.6917,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7092,0.7227
repgrid,inside_coqa_llama7b,4504,2,0,low_band_power|sw_var_peak_energy|topk_tail_mass,3,0.7457,0.7188,0.6912,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7129,0.7227
repgrid,inside_coqa_llama7b,4504,3,0,low_band_power|sw_var_peak|sw_var_peak_energy|topk_tail_mass,4,0.6988,0.7182,0.6848,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7352,0.7227
repgrid,inside_coqa_llama7b,4504,4,0,spectral_entropy|low_band_power|sw_var_peak|min_energy|sw_var_peak_energy,5,0.7223,0.3535,0.688,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7411,0.7227
repgrid,inside_coqa_llama7b,4504,5,0,low_band_power|sw_var_peak|sw_var_peak_energy|topk_tail_mass,4,0.6925,0.6709,0.6889,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7338,0.7227
repgrid,inside_coqa_llama7b,4504,6,0,low_band_power|sw_var_peak|sw_var_peak_energy|topk_tail_mass,4,0.693,0.6564,0.6916,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7268,0.7227
repgrid,inside_coqa_llama7b,4504,7,0,low_band_power|sw_var_peak|min_energy|sw_var_peak_energy|topk_tail_mass,5,0.7319,0.5003,0.69,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7307,0.7227
repgrid,inside_coqa_llama7b,4504,8,0,low_band_power|sw_var_peak|sw_var_peak_energy|topk_tail_mass,4,0.7096,0.7068,0.6785,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7314,0.7227
repgrid,inside_coqa_llama7b,4504,9,0,sw_var_peak|cusum_shift_idx|min_energy|sw_var_peak_energy|topk_tail_mass,5,0.7296,0.7205,0.6893,epr|spectral_entropy|dominant_freq|stft_spectral_entropy,0.7253,0.7227
repgrid,internalstates_gsm8k_qwen25_7b,500,0,0,trace_length|spectral_entropy|sw_var_peak|hurst_exponent|logprob_margin|topk_tail_mass,6,0.8006,0.7289,0.6238,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.6559,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,1,0,spectral_entropy|rpdi|hurst_exponent|cusum_max|logprob_margin,5,0.7385,0.7352,0.7263,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7651,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,2,0,trace_length|spectral_entropy|sw_var_peak|hurst_exponent|epr_energy|topk_tail_mass,6,0.7803,0.7419,0.6004,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.6742,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,3,0,trace_length|spectral_entropy|rpdi|sw_var_peak|cusum_max|logprob_margin,6,0.7604,0.7442,0.7242,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7051,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,4,0,spectral_entropy|sw_var_peak|hurst_exponent|cusum_max_spilled|epr_energy|logprob_margin,6,0.7984,0.7354,0.6892,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.6729,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,5,0,sw_var_peak|cusum_max|epr_energy|cusum_max_energy|logprob_margin|topk_tail_mass,6,0.7566,0.7448,0.7291,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7742,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,6,0,spectral_entropy|hurst_exponent|cusum_max|epr_energy|logprob_margin|topk_tail_mass,6,0.7473,0.78,0.6998,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7317,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,7,0,spectral_entropy|sw_var_peak|hurst_exponent|cusum_max|epr_energy,5,0.7591,0.7732,0.7345,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7258,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,8,0,trace_length|sw_var_peak|epr_energy|cusum_max_energy|logprob_margin|topk_tail_mass,6,0.7505,0.7646,0.6067,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.7351,0.7283
repgrid,internalstates_gsm8k_qwen25_7b,500,9,0,trace_length|hurst_exponent|cusum_max|epr_energy|logprob_margin|topk_tail_mass,6,0.7759,0.7446,0.5742,epr|trace_length|spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_shift_idx,0.6665,0.7283
repgrid,lapeigvals_gsm8k_llama3b,1319,0,0,trace_length|stft_max_high_power|sw_var_peak_energy|logprob_margin|mean_logprob_entropy|varentropy,6,0.7343,0.7118,0.6902,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.7012,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,1,0,dominant_freq|epr_energy|sw_var_peak_energy|logprob_margin|mean_logprob_entropy|varentropy,6,0.7197,0.7155,0.6932,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.5606,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,2,0,trace_length|sw_var_peak_energy|logprob_margin|mean_logprob_entropy|varentropy,5,0.7209,0.7287,0.7015,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6397,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,3,0,epr|trace_length|sw_var_peak|sw_var_peak_energy|logprob_margin|varentropy,6,0.7372,0.7011,0.6736,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6978,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,4,0,epr|trace_length|dominant_freq|logprob_margin|mean_logprob_entropy|varentropy,6,0.747,0.6878,0.6747,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6813,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,5,0,dominant_freq|rpdi|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy,6,0.7269,0.6923,0.692,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6966,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,6,0,cusum_max|sw_var_peak_energy|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy,6,0.7123,0.7312,0.7074,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6357,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,7,0,trace_length|sw_var_peak_energy|logprob_margin|mean_logprob_entropy|varentropy,5,0.7389,0.7102,0.701,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.5509,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,8,0,trace_length|epr_energy|sw_var_peak_energy|logprob_margin|mean_logprob_entropy|varentropy,6,0.7401,0.7077,0.6852,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.6834,0.7096
repgrid,lapeigvals_gsm8k_llama3b,1319,9,0,trace_length|epr_energy|sw_var_peak_energy|logprob_margin|varentropy|topk_tail_mass,6,0.7272,0.7189,0.6975,epr|spectral_entropy|stft_max_high_power|pe_mean|cusum_max,0.5926,0.7096
repgrid,lapeigvals_gsm8k_llama8b,500,0,0,trace_length|rpdi|sw_var_peak|min_energy|varentropy|topk_tail_mass,6,0.8246,0.8481,0.84,epr|trace_length|rpdi|sw_var_peak,0.8442,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,1,0,trace_length|rpdi|sw_var_peak|min_energy|varentropy|topk_tail_mass,6,0.8221,0.8441,0.8317,epr|trace_length|rpdi|sw_var_peak,0.8392,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,2,0,low_band_power|rpdi|min_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.8363,0.8255,0.8226,epr|trace_length|rpdi|sw_var_peak,0.842,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,3,0,spectral_entropy|rpdi|sw_var_peak|cusum_shift_idx|logprob_margin|varentropy,6,0.8143,0.8052,0.8299,epr|trace_length|rpdi|sw_var_peak,0.852,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,4,0,trace_length|rpdi|mean_logprob_entropy|varentropy|topk_tail_mass,5,0.8625,0.7912,0.784,epr|trace_length|rpdi|sw_var_peak,0.7986,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,5,0,epr|trace_length|rpdi|varentropy|topk_tail_mass,5,0.8645,0.7975,0.8143,epr|trace_length|rpdi|sw_var_peak,0.8178,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,6,0,stft_spectral_entropy|rpdi|sw_var_peak|min_energy|varentropy|topk_tail_mass,6,0.8773,0.7886,0.7967,epr|trace_length|rpdi|sw_var_peak,0.7912,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,7,0,rpdi|sw_var_peak|epr_energy|min_energy|varentropy|topk_tail_mass,6,0.8586,0.7945,0.803,epr|trace_length|rpdi|sw_var_peak,0.8094,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,8,0,rpdi|hurst_exponent|epr_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.8553,0.7912,0.8026,epr|trace_length|rpdi|sw_var_peak,0.805,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,9,0,trace_length|low_band_power|rpdi|varentropy|topk_tail_mass,5,0.833,0.8171,0.7714,epr|trace_length|rpdi|sw_var_peak,0.8393,0.8279
repgrid,lapeigvals_gsm8k_mistral24b,1319,0,0,epr|stft_max_high_power|sw_var_peak|cusum_max_energy|mean_logprob_entropy|varentropy,6,0.8926,0.8241,0.7633,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.824,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,1,0,epr|dominant_freq|mean_logprob_entropy|varentropy|topk_tail_mass,5,0.8695,0.853,0.7359,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8284,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,2,0,dominant_freq|stft_max_high_power|cusum_max_energy|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.8768,0.8472,0.8221,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8528,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,3,0,dominant_freq|sw_var_peak|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|topk_tail_mass,6,0.8751,0.8582,0.7974,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8296,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,4,0,epr|trace_length|sw_var_peak|mean_top1_logprob|logprob_margin|mean_logprob_entropy,6,0.8764,0.8558,0.7903,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8521,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,5,0,dominant_freq|rpdi|sw_var_peak|epr_energy|varentropy|topk_tail_mass,6,0.9197,0.7982,0.7617,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.7698,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,6,0,dominant_freq|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,6,0.874,0.8591,0.8061,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.825,0.8693
