domain,cell,feature,rate_top1pct,rate_bottom50,rate_all,marginal_lift,single_auroc
repgrid,lapeigvals_gsm8k_phi35,hurst_exponent,0.1621,0.5493,0.5008,-0.0133,0.3721
repgrid,lapeigvals_gsm8k_phi35,cusum_max,0.6636,0.4045,0.5008,0.0225,0.7566
repgrid,lapeigvals_gsm8k_phi35,cusum_shift_idx,0.2691,0.48,0.5008,-0.0004,0.3963
repgrid,losnet_hotpotqa_mistral7b,epr,0.7508,0.3638,0.5008,0.0141,0.5598
repgrid,losnet_hotpotqa_mistral7b,trace_length,0.6407,0.3766,0.5008,0.0146,0.4277
repgrid,losnet_hotpotqa_mistral7b,spectral_entropy,0.7263,0.3641,0.5008,0.0152,0.5748
repgrid,losnet_hotpotqa_mistral7b,low_band_power,0.0581,0.568,0.5008,-0.0089,0.5001
repgrid,losnet_hotpotqa_mistral7b,high_band_power,0.0229,0.6365,0.5008,-0.015,0.519
repgrid,losnet_hotpotqa_mistral7b,hl_ratio,0.0306,0.5928,0.5008,-0.0102,0.508
repgrid,losnet_hotpotqa_mistral7b,dominant_freq,0.2385,0.5294,0.5008,-0.0046,0.4674
repgrid,losnet_hotpotqa_mistral7b,spectral_centroid,0.0336,0.5541,0.5008,-0.0067,0.4956
repgrid,losnet_hotpotqa_mistral7b,stft_max_high_power,0.9251,0.437,0.5008,0.0049,0.571
repgrid,losnet_hotpotqa_mistral7b,stft_spectral_entropy,0.3242,0.6517,0.5008,-0.0152,0.5346
repgrid,losnet_hotpotqa_mistral7b,rpdi,0.4801,0.5381,0.5008,-0.0036,0.4991
repgrid,losnet_hotpotqa_mistral7b,sw_var_peak,0.633,0.3654,0.5008,0.0164,0.5834
repgrid,losnet_hotpotqa_mistral7b,pe_mean,0.4511,0.5131,0.5008,-0.0035,0.527
repgrid,losnet_hotpotqa_mistral7b,hurst_exponent,0.3914,0.5174,0.5008,-0.0008,0.4796
repgrid,losnet_hotpotqa_mistral7b,cusum_max,0.2003,0.4696,0.5008,0.0042,0.5452
repgrid,losnet_hotpotqa_mistral7b,cusum_shift_idx,0.5245,0.5002,0.5008,-0.0009,0.464
repgrid,noise_gsm8k_mistral7b,epr,0.9878,0.3425,0.5008,0.0339,0.7431
repgrid,noise_gsm8k_mistral7b,trace_length,0.6911,0.4036,0.5008,0.0243,0.2316
repgrid,noise_gsm8k_mistral7b,spectral_entropy,0.9159,0.344,0.5008,0.0382,0.759
repgrid,noise_gsm8k_mistral7b,low_band_power,0.0413,0.5672,0.5008,-0.0178,0.6128
repgrid,noise_gsm8k_mistral7b,high_band_power,0.1728,0.6215,0.5008,-0.0288,0.4155
repgrid,noise_gsm8k_mistral7b,hl_ratio,0.0841,0.5823,0.5008,-0.0184,0.3922
repgrid,noise_gsm8k_mistral7b,dominant_freq,0.4281,0.5112,0.5008,-0.0037,0.3808
repgrid,noise_gsm8k_mistral7b,spectral_centroid,0.0719,0.5507,0.5008,-0.0124,0.3608
repgrid,noise_gsm8k_mistral7b,stft_max_high_power,0.6468,0.5136,0.5008,-0.0112,0.6129
repgrid,noise_gsm8k_mistral7b,stft_spectral_entropy,0.2584,0.632,0.5008,-0.0382,0.4745
repgrid,noise_gsm8k_mistral7b,rpdi,0.6437,0.4478,0.5008,0.0142,0.6552
repgrid,noise_gsm8k_mistral7b,sw_var_peak,0.6651,0.367,0.5008,0.0355,0.7543
repgrid,noise_gsm8k_mistral7b,pe_mean,0.5076,0.4987,0.5008,-0.0063,0.5244
repgrid,noise_gsm8k_mistral7b,hurst_exponent,0.0795,0.6068,0.5008,-0.0283,0.4394
repgrid,noise_gsm8k_mistral7b,cusum_max,0.4098,0.4648,0.5008,0.0154,0.7264
repgrid,noise_gsm8k_mistral7b,cusum_shift_idx,0.419,0.4476,0.5008,0.0037,0.4127
repgrid,noise_gsm8k_phi3mini,epr,1.0,0.4131,0.5008,0.0303,0.6683
repgrid,noise_gsm8k_phi3mini,trace_length,0.4358,0.4648,0.5008,-0.0042,0.4233
repgrid,noise_gsm8k_phi3mini,spectral_entropy,0.344,0.4592,0.5008,-0.0055,0.565
repgrid,noise_gsm8k_phi3mini,low_band_power,0.2156,0.5093,0.5008,-0.007,0.5808
repgrid,noise_gsm8k_phi3mini,high_band_power,0.3609,0.5044,0.5008,-0.0049,0.4192
repgrid,noise_gsm8k_phi3mini,hl_ratio,0.3012,0.4965,0.5008,-0.0053,0.4067
repgrid,noise_gsm8k_phi3mini,dominant_freq,0.1284,0.5508,0.5008,-0.0013,0.4904
repgrid,noise_gsm8k_phi3mini,spectral_centroid,0.396,0.4869,0.5008,-0.0051,0.3986
repgrid,noise_gsm8k_phi3mini,stft_max_high_power,0.4832,0.5383,0.5008,-0.0104,0.543
repgrid,noise_gsm8k_phi3mini,stft_spectral_entropy,0.4205,0.7091,0.5008,-0.0632,0.542
repgrid,noise_gsm8k_phi3mini,rpdi,0.2156,0.4989,0.5008,-0.0053,0.5315
repgrid,noise_gsm8k_phi3mini,sw_var_peak,0.9358,0.2299,0.5008,0.1039,0.655
repgrid,noise_gsm8k_phi3mini,pe_mean,0.4312,0.5063,0.5008,-0.0027,0.5185
repgrid,noise_gsm8k_phi3mini,hurst_exponent,0.2141,0.6152,0.5008,-0.039,0.4928
repgrid,noise_gsm8k_phi3mini,cusum_max,0.2554,0.453,0.5008,0.0127,0.5701
repgrid,noise_gsm8k_phi3mini,cusum_shift_idx,0.8333,0.4736,0.5008,0.007,0.4041
repgrid,sciq_llama8b,epr,1.0,0.2257,0.5008,0.0279,0.7389
repgrid,sciq_llama8b,trace_length,0.6209,0.3928,0.5008,0.012,0.2985
repgrid,sciq_llama8b,spectral_entropy,0.709,0.4051,0.5008,0.0083,0.6947
repgrid,sciq_llama8b,low_band_power,0.2567,0.526,0.5008,-0.0056,0.5972
repgrid,sciq_llama8b,high_band_power,0.3806,0.5418,0.5008,-0.0131,0.5232
repgrid,sciq_llama8b,hl_ratio,0.5164,0.484,0.5008,-0.0022,0.4165
repgrid,sciq_llama8b,dominant_freq,0.0836,0.5356,0.5008,-0.0064,0.3939
repgrid,sciq_llama8b,spectral_centroid,0.4522,0.5049,0.5008,-0.0048,0.412
repgrid,sciq_llama8b,stft_max_high_power,0.2776,0.4806,0.5008,-0.0022,0.6322
repgrid,sciq_llama8b,stft_spectral_entropy,0.3239,0.4693,0.5008,-0.0,0.5927
repgrid,sciq_llama8b,rpdi,0.3119,0.522,0.5008,-0.0065,0.4394
repgrid,sciq_llama8b,sw_var_peak,0.0582,0.4385,0.5008,0.0068,0.6906
repgrid,sciq_llama8b,pe_mean,0.4478,0.4915,0.5008,-0.0059,0.4974
repgrid,sciq_llama8b,hurst_exponent,0.3448,0.4518,0.5008,0.0042,0.3423
repgrid,sciq_llama8b,cusum_max,0.5075,0.391,0.5008,0.012,0.7195
repgrid,sciq_llama8b,cusum_shift_idx,0.0,0.6454,0.5008,-0.0246,0.522
repgrid,se_nq_open_llama8b,epr,0.9939,0.2175,0.5024,0.0399,0.7416
repgrid,se_nq_open_llama8b,trace_length,0.3988,0.4512,0.5024,0.0053,0.3782
repgrid,se_nq_open_llama8b,spectral_entropy,0.2331,0.4607,0.5024,0.0018,0.6064
repgrid,se_nq_open_llama8b,low_band_power,0.0552,0.5816,0.5024,-0.0156,0.5639
repgrid,se_nq_open_llama8b,high_band_power,0.1902,0.567,0.5024,-0.0121,0.4431
repgrid,se_nq_open_llama8b,hl_ratio,0.3681,0.5245,0.5024,-0.0055,0.4319
repgrid,se_nq_open_llama8b,dominant_freq,0.1227,0.559,0.5024,-0.0122,0.4331
repgrid,se_nq_open_llama8b,spectral_centroid,0.1104,0.576,0.5024,-0.013,0.4134
repgrid,se_nq_open_llama8b,rpdi,0.4663,0.5008,0.5024,-0.0064,0.5413
repgrid,se_nq_open_llama8b,sw_var_peak,0.9325,0.3118,0.5024,0.0329,0.731
repgrid,se_nq_open_llama8b,pe_mean,0.4663,0.5077,0.5024,-0.0069,0.4939
repgrid,se_nq_open_llama8b,hurst_exponent,0.092,0.5799,0.5024,-0.0137,0.4541
repgrid,se_nq_open_llama8b,cusum_max,0.8221,0.4091,0.5024,0.0153,0.7046
repgrid,se_nq_open_llama8b,cusum_shift_idx,0.1963,0.5254,0.5024,-0.0097,0.4839
repgrid,se_squad_v2_llama8b,epr,0.9816,0.2971,0.5024,0.0216,0.7464
repgrid,se_squad_v2_llama8b,trace_length,0.816,0.3884,0.5024,0.0134,0.2334
repgrid,se_squad_v2_llama8b,spectral_entropy,0.7178,0.381,0.5024,0.0134,0.7093
repgrid,se_squad_v2_llama8b,low_band_power,0.1534,0.496,0.5024,-0.0013,0.6873
repgrid,se_squad_v2_llama8b,high_band_power,0.0123,0.6137,0.5024,-0.02,0.4094
repgrid,se_squad_v2_llama8b,hl_ratio,0.2761,0.4813,0.5024,0.0025,0.2908
repgrid,se_squad_v2_llama8b,dominant_freq,0.0061,0.6136,0.5024,-0.0185,0.3878
repgrid,se_squad_v2_llama8b,spectral_centroid,0.0,0.5754,0.5024,-0.0115,0.3283
repgrid,se_squad_v2_llama8b,rpdi,0.3006,0.5448,0.5024,-0.0142,0.6765
repgrid,se_squad_v2_llama8b,sw_var_peak,0.6933,0.3394,0.5024,0.0171,0.7535
repgrid,se_squad_v2_llama8b,pe_mean,0.3804,0.5106,0.5024,-0.012,0.5078
repgrid,se_squad_v2_llama8b,hurst_exponent,0.6687,0.4525,0.5024,0.0049,0.3371
repgrid,se_squad_v2_llama8b,cusum_max,0.6564,0.3765,0.5024,0.0137,0.7707
repgrid,se_squad_v2_llama8b,cusum_shift_idx,0.3558,0.4932,0.5024,-0.0091,0.4395
repgrid,seiclr_triviaqa_opt30b,epr,0.5291,0.42,0.5014,0.0116,0.5737
repgrid,seiclr_triviaqa_opt30b,spectral_entropy,0.6942,0.4457,0.5014,0.006,0.5512
repgrid,seiclr_triviaqa_opt30b,low_band_power,0.0275,0.5894,0.5014,-0.0103,0.4828
repgrid,seiclr_triviaqa_opt30b,high_band_power,0.263,0.5676,0.5014,-0.0086,0.4974
repgrid,seiclr_triviaqa_opt30b,hl_ratio,0.0795,0.5717,0.5014,-0.0084,0.5046
repgrid,seiclr_triviaqa_opt30b,dominant_freq,0.208,0.5439,0.5014,-0.0052,0.509
repgrid,seiclr_triviaqa_opt30b,spectral_centroid,0.1315,0.5095,0.5014,-0.0008,0.4846
repgrid,seiclr_triviaqa_opt30b,stft_max_high_power,0.4067,0.5368,0.5014,-0.0054,0.5079
repgrid,seiclr_triviaqa_opt30b,stft_spectral_entropy,0.1223,0.5691,0.5014,-0.0089,0.5382
repgrid,seiclr_triviaqa_opt30b,rpdi,0.4037,0.5055,0.5014,-0.0035,0.4811
repgrid,seiclr_triviaqa_opt30b,sw_var_peak,0.7278,0.3394,0.5014,0.0208,0.5786
repgrid,seiclr_triviaqa_opt30b,pe_mean,0.3425,0.5078,0.5014,-0.0015,0.5036
repgrid,seiclr_triviaqa_opt30b,hurst_exponent,0.1529,0.4964,0.5014,-0.0011,0.494
repgrid,seiclr_triviaqa_opt30b,cusum_max,0.9847,0.2291,0.5014,0.0285,0.6248
repgrid,seiclr_triviaqa_opt30b,cusum_shift_idx,0.2385,0.5732,0.5014,-0.0132,0.5699
repgrid,semenergy_triviaqa_qwen3_8b,epr,0.9877,0.3312,0.5024,0.0184,0.7813
repgrid,semenergy_triviaqa_qwen3_8b,trace_length,0.0859,0.5577,0.5024,-0.0202,0.3986
repgrid,semenergy_triviaqa_qwen3_8b,spectral_entropy,0.2515,0.5976,0.5024,-0.0406,0.5513
repgrid,semenergy_triviaqa_qwen3_8b,low_band_power,0.2515,0.5424,0.5024,-0.0096,0.6268
repgrid,semenergy_triviaqa_qwen3_8b,high_band_power,0.1779,0.511,0.5024,-0.0036,0.4007
repgrid,semenergy_triviaqa_qwen3_8b,hl_ratio,0.184,0.597,0.5024,-0.0246,0.3661
repgrid,semenergy_triviaqa_qwen3_8b,dominant_freq,0.4233,0.4985,0.5024,0.0014,0.3677
repgrid,semenergy_triviaqa_qwen3_8b,spectral_centroid,0.2699,0.4858,0.5024,0.0062,0.3223
repgrid,semenergy_triviaqa_qwen3_8b,rpdi,0.411,0.5049,0.5024,-0.0043,0.5567
repgrid,semenergy_triviaqa_qwen3_8b,sw_var_peak,0.9816,0.3209,0.5024,0.0424,0.7939
repgrid,semenergy_triviaqa_qwen3_8b,pe_mean,0.3742,0.5208,0.5024,-0.0113,0.5216
repgrid,semenergy_triviaqa_qwen3_8b,hurst_exponent,0.1902,0.5284,0.5024,-0.0072,0.3562
repgrid,semenergy_triviaqa_qwen3_8b,cusum_max,0.9571,0.2406,0.5024,0.0561,0.7912
repgrid,semenergy_triviaqa_qwen3_8b,cusum_shift_idx,0.4233,0.5024,0.5024,-0.0029,0.5555
repgrid,spilled_triviaqa_llama8b,epr,0.8144,0.4339,0.5024,0.0097,0.872
repgrid,spilled_triviaqa_llama8b,trace_length,0.6407,0.4452,0.5024,0.0071,0.0747
repgrid,spilled_triviaqa_llama8b,spectral_entropy,0.7545,0.3578,0.5024,0.0232,0.8867
repgrid,spilled_triviaqa_llama8b,low_band_power,0.3114,0.4546,0.5024,0.0069,0.8073
repgrid,spilled_triviaqa_llama8b,high_band_power,0.0539,0.583,0.5024,-0.0189,0.2573
repgrid,spilled_triviaqa_llama8b,hl_ratio,0.6048,0.3509,0.5024,0.0271,0.1053
repgrid,spilled_triviaqa_llama8b,dominant_freq,0.0479,0.6027,0.5024,-0.016,0.2113
repgrid,spilled_triviaqa_llama8b,spectral_centroid,0.0838,0.5813,0.5024,-0.0139,0.1933
repgrid,spilled_triviaqa_llama8b,rpdi,0.3593,0.5258,0.5024,-0.0177,0.6667
repgrid,spilled_triviaqa_llama8b,sw_var_peak,0.7066,0.455,0.5024,0.0088,0.8707
repgrid,spilled_triviaqa_llama8b,pe_mean,0.4311,0.5059,0.5024,-0.0269,0.7387
repgrid,spilled_triviaqa_llama8b,hurst_exponent,0.0479,0.6069,0.5024,-0.019,0.3247
repgrid,spilled_triviaqa_llama8b,cusum_max,0.479,0.5126,0.5024,-0.0022,0.862
repgrid,spilled_triviaqa_llama8b,cusum_shift_idx,1.0,0.3025,0.5024,0.0319,0.1883
repgrid,truthfulqa_llama8b,epr,0.7676,0.413,0.5008,0.0123,0.6057
repgrid,truthfulqa_llama8b,trace_length,0.9969,0.3308,0.5008,0.023,0.3212
repgrid,truthfulqa_llama8b,spectral_entropy,0.9709,0.3301,0.5008,0.0239,0.6747
repgrid,truthfulqa_llama8b,low_band_power,0.0,0.6123,0.5008,-0.0213,0.5328
repgrid,truthfulqa_llama8b,high_band_power,0.3517,0.5644,0.5008,-0.016,0.4951
repgrid,truthfulqa_llama8b,hl_ratio,0.2064,0.5436,0.5008,-0.0056,0.4788
repgrid,truthfulqa_llama8b,dominant_freq,0.3073,0.5503,0.5008,-0.0121,0.4597
repgrid,truthfulqa_llama8b,spectral_centroid,0.0688,0.5944,0.5008,-0.0184,0.4669
repgrid,truthfulqa_llama8b,stft_max_high_power,0.5535,0.4036,0.5008,0.0118,0.6234
repgrid,truthfulqa_llama8b,stft_spectral_entropy,0.6606,0.4187,0.5008,0.0118,0.6047
repgrid,truthfulqa_llama8b,rpdi,0.6116,0.4945,0.5008,-0.0053,0.4981
repgrid,truthfulqa_llama8b,sw_var_peak,0.5703,0.3512,0.5008,0.0208,0.6478
repgrid,truthfulqa_llama8b,pe_mean,0.2982,0.5041,0.5008,-0.005,0.5174
repgrid,truthfulqa_llama8b,hurst_exponent,0.107,0.606,0.5008,-0.0213,0.4733
repgrid,truthfulqa_llama8b,cusum_max,0.4388,0.4402,0.5008,0.0106,0.656
repgrid,truthfulqa_llama8b,cusum_shift_idx,0.3991,0.5139,0.5008,-0.0091,0.4955
trace,gpqa_r1_7b_raw,epr,0.8384,0.3813,0.5014,0.0077,0.5032
trace,gpqa_r1_7b_raw,spectral_entropy,0.4787,0.5719,0.5014,-0.0102,0.4014
trace,gpqa_r1_7b_raw,low_band_power,0.3963,0.6337,0.5014,-0.0163,0.5688
trace,gpqa_r1_7b_raw,high_band_power,0.2622,0.5603,0.5014,-0.0037,0.4651
trace,gpqa_r1_7b_raw,hl_ratio,0.4299,0.6064,0.5014,-0.0115,0.4395
trace,gpqa_r1_7b_raw,dominant_freq,0.6189,0.5663,0.5014,0.0015,0.5243
trace,gpqa_r1_7b_raw,spectral_centroid,0.3659,0.6029,0.5014,-0.012,0.4251
trace,gpqa_r1_7b_raw,stft_max_high_power,0.6524,0.4877,0.5014,0.0048,0.4795
trace,gpqa_r1_7b_raw,stft_spectral_entropy,0.2988,0.6007,0.5014,-0.012,0.4393
trace,gpqa_r1_7b_raw,rpdi,0.2104,0.4605,0.5014,0.0096,0.5029
trace,gpqa_r1_7b_raw,sw_var_peak,0.4329,0.4639,0.5014,0.0089,0.4877
trace,gpqa_r1_7b_raw,pe_mean,0.0518,0.5091,0.5014,-0.0136,0.4788
trace,gpqa_r1_7b_raw,hurst_exponent,0.997,0.5824,0.5014,0.009,0.4206
trace,gpqa_r1_7b_raw,cusum_max,0.7896,0.3795,0.5014,0.0281,0.5101
trace,gpqa_r1_7b_raw,cusum_shift_idx,0.4939,0.4783,0.5014,0.0097,0.5331
trace,gsm8k_llama8b_raw,epr,0.9537,0.4197,0.5008,0.0303,0.7313
trace,gsm8k_llama8b_raw,trace_length,0.7683,0.4346,0.5008,0.0196,0.3118
trace,gsm8k_llama8b_raw,spectral_entropy,0.1868,0.4602,0.5008,-0.0018,0.665
trace,gsm8k_llama8b_raw,low_band_power,0.6293,0.4548,0.5008,0.0179,0.6872
trace,gsm8k_llama8b_raw,high_band_power,0.3617,0.4678,0.5008,0.0155,0.3589
trace,gsm8k_llama8b_raw,hl_ratio,0.4185,0.467,0.5008,0.012,0.3066
trace,gsm8k_llama8b_raw,dominant_freq,0.0867,0.5642,0.5008,-0.0233,0.4405
trace,gsm8k_llama8b_raw,spectral_centroid,0.5949,0.4543,0.5008,0.0161,0.3002
trace,gsm8k_llama8b_raw,stft_max_high_power,0.2616,0.5478,0.5008,-0.0211,0.5081
trace,gsm8k_llama8b_raw,stft_spectral_entropy,0.1435,0.6506,0.5008,-0.093,0.4216
trace,gsm8k_llama8b_raw,rpdi,0.852,0.4752,0.5008,-0.0055,0.6273
trace,gsm8k_llama8b_raw,sw_var_peak,0.8505,0.2992,0.5008,0.1245,0.7245
trace,gsm8k_llama8b_raw,pe_mean,0.5291,0.641,0.5008,-0.0832,0.6322
trace,gsm8k_llama8b_raw,hurst_exponent,0.148,0.6497,0.5008,-0.0794,0.4534
trace,gsm8k_llama8b_raw,cusum_max,0.4768,0.3937,0.5008,0.102,0.7066
trace,gsm8k_llama8b_raw,cusum_shift_idx,0.2257,0.5375,0.5008,-0.0306,0.4436
trace,math500_qwen1.5b_raw,epr,0.9863,0.33,0.5008,0.0077,0.6712
trace,math500_qwen1.5b_raw,trace_length,0.9029,0.359,0.5008,0.0042,0.3402
trace,math500_qwen1.5b_raw,spectral_entropy,0.0501,0.6484,0.5008,-0.0116,0.4704
trace,math500_qwen1.5b_raw,low_band_power,0.3794,0.4544,0.5008,0.0022,0.6649
trace,math500_qwen1.5b_raw,high_band_power,0.6601,0.3864,0.5008,0.0055,0.3312
trace,math500_qwen1.5b_raw,hl_ratio,0.3763,0.4103,0.5008,0.0046,0.3265
trace,math500_qwen1.5b_raw,dominant_freq,0.0319,0.5749,0.5008,-0.0049,0.3902
trace,math500_qwen1.5b_raw,spectral_centroid,0.4036,0.4422,0.5008,0.0033,0.3295
trace,math500_qwen1.5b_raw,stft_max_high_power,0.2731,0.5267,0.5008,-0.0054,0.4861
trace,math500_qwen1.5b_raw,stft_spectral_entropy,0.3065,0.4928,0.5008,0.0,0.3574
trace,math500_qwen1.5b_raw,rpdi,0.6571,0.4301,0.5008,0.0029,0.6253
trace,math500_qwen1.5b_raw,sw_var_peak,0.3308,0.444,0.5008,0.0031,0.642
trace,math500_qwen1.5b_raw,pe_mean,0.2231,0.5501,0.5008,-0.0073,0.4974
trace,math500_qwen1.5b_raw,hurst_exponent,0.0,0.6139,0.5008,-0.0057,0.3806
trace,math500_qwen1.5b_raw,cusum_max,0.6055,0.4256,0.5008,0.0041,0.6747
trace,math500_qwen1.5b_raw,cusum_shift_idx,0.4006,0.5164,0.5008,-0.0028,0.4456
